Name,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,JobInvolvement,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsSinceLastPromotion,ManagerID,TerminationDate
Jennifer Cortez,48,No,Travel_Rarely,Research & Development,15,4,Other,1576,3,Female,3,Research Scientist,1,Married,2367,8,No,3,4,1,3,2,8,7,1074,
Russell Castillo,34,No,Travel_Rarely,Research & Development,7,4,Medical,1577,1,Male,3,Research Scientist,4,Single,2972,1,No,3,3,0,4,1,1,0,253,
Kirk Hunt,55,No,Travel_Rarely,Sales,26,5,Marketing,1578,3,Male,2,Manager,4,Married,19586,1,No,4,3,1,3,3,36,2,1038,
Keith Chen,34,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1580,2,Male,3,Research Scientist,4,Married,5484,9,No,3,2,1,3,2,2,2,505,
Katherine Morgan,26,No,Travel_Rarely,Research & Development,3,3,Life Sciences,1581,1,Female,3,Research Scientist,4,Married,2061,1,No,4,1,0,5,3,1,0,569,
Edward Smith,38,No,Travel_Rarely,Sales,14,3,Life Sciences,1582,3,Male,3,Sales Executive,2,Married,9924,0,No,3,4,1,3,3,9,7,363,
Jennifer Krueger,38,No,Travel_Rarely,Sales,16,3,Life Sciences,1583,2,Female,3,Sales Executive,2,Single,4198,2,No,3,2,0,5,4,3,1,1267,
Kristen Hodges,36,No,Travel_Rarely,Sales,1,4,Life Sciences,1585,2,Female,3,Sales Executive,3,Single,6815,6,No,3,1,0,5,3,1,0,1602,
David Mcmahon,29,No,Travel_Rarely,Research & Development,3,1,Medical,1586,2,Male,3,Laboratory Technician,1,Single,4723,1,Yes,3,4,0,3,3,10,1,2022,
Lisa Neal,35,No,Travel_Rarely,Research & Development,10,4,Medical,1587,1,Female,3,Healthcare Representative,3,Single,6142,3,Yes,3,3,0,4,3,5,0,32,
Richard Frazier,39,No,Travel_Rarely,Sales,6,3,Medical,1588,4,Male,4,Sales Executive,3,Married,8237,2,No,3,1,1,3,3,7,7,1740,
David Roberson,29,No,Travel_Frequently,Research & Development,2,1,Life Sciences,1590,1,Male,3,Healthcare Representative,4,Divorced,8853,1,No,3,4,1,0,4,6,1,1074,
Jeffrey Gonzalez,50,No,Travel_Rarely,Sales,9,3,Marketing,1591,3,Male,3,Manager,3,Married,19331,4,Yes,3,3,1,2,3,1,0,1277,
Kent Blake,23,No,Travel_Rarely,Research & Development,10,3,Technical Degree,1592,4,Male,4,Research Scientist,3,Married,2073,2,No,3,4,1,2,3,2,2,199,
Danny Erickson,36,No,Travel_Frequently,Research & Development,6,4,Life Sciences,1594,1,Male,4,Laboratory Technician,1,Married,5562,3,Yes,3,4,1,3,3,3,0,381,
Austin Johnson,42,No,Travel_Rarely,Research & Development,9,2,Other,1595,4,Male,2,Manager,4,Single,19613,8,No,4,4,0,2,3,1,0,1201,
Fernando Warner,35,No,Travel_Rarely,Research & Development,28,3,Life Sciences,1596,2,Male,4,Laboratory Technician,3,Married,3407,1,No,3,4,2,3,2,10,6,671,
Paul King,34,No,Travel_Frequently,Research & Development,10,4,Technical Degree,1597,4,Male,2,Healthcare Representative,3,Married,5063,1,No,3,2,1,3,2,8,7,1321,
Heather Thomas,40,No,Travel_Rarely,Sales,14,2,Life Sciences,1598,4,Female,3,Sales Executive,1,Married,4639,1,No,3,3,1,2,3,5,1,1591,
Brandon Collins,43,No,Travel_Rarely,Research & Development,27,3,Technical Degree,1599,4,Male,4,Laboratory Technician,2,Divorced,4876,5,No,3,3,1,0,3,6,0,1334,
Adam Austin,35,No,Travel_Rarely,Research & Development,7,2,Life Sciences,1601,3,Male,2,Laboratory Technician,4,Married,2690,1,No,3,4,1,5,2,1,0,976,
Tony Woodward,46,No,Travel_Rarely,Sales,1,4,Life Sciences,1602,4,Male,4,Manager,1,Single,17567,1,No,3,2,0,5,1,26,0,298,
Andrew Cruz,28,Yes,Travel_Rarely,Research & Development,24,3,Medical,1604,3,Male,3,Laboratory Technician,2,Married,2408,1,Yes,3,3,3,3,3,1,0,428,2021-10-03
Madeline Hancock,22,No,Non-Travel,Research & Development,26,2,Other,1605,2,Female,2,Research Scientist,3,Married,2814,1,Yes,3,2,0,2,2,4,1,531,
Shane Williams,50,No,Travel_Frequently,Research & Development,20,5,Medical,1606,2,Male,3,Healthcare Representative,3,Married,11245,2,Yes,3,3,1,3,3,30,12,1256,
Lindsey Williams,32,No,Travel_Rarely,Research & Development,5,4,Other,1607,2,Female,4,Research Scientist,4,Married,3312,3,No,3,4,2,3,3,3,0,319,
Teresa Miller,44,No,Travel_Rarely,Research & Development,7,3,Medical,1608,2,Female,3,Research Director,4,Divorced,19049,0,Yes,3,4,1,4,2,22,1,546,
Jeffrey Evans,30,No,Travel_Rarely,Research & Development,7,3,Medical,1609,2,Male,2,Research Scientist,2,Married,2141,1,No,3,2,1,3,2,6,1,976,
Amber Hall,45,No,Travel_Rarely,Research & Development,5,5,Medical,1611,3,Female,1,Laboratory Technician,1,Single,5769,1,Yes,3,1,0,3,3,10,1,1595,
Willie Porter,45,No,Non-Travel,Sales,26,3,Marketing,1612,1,Male,2,Sales Executive,1,Married,4385,1,No,3,1,1,2,3,10,4,1591,
Timothy Blanchard,31,No,Travel_Frequently,Sales,2,4,Other,1613,4,Male,3,Sales Executive,1,Single,5332,7,No,3,4,0,3,3,5,0,363,
Amy Nielsen,36,No,Travel_Rarely,Research & Development,12,4,Life Sciences,1614,3,Female,3,Manufacturing Director,3,Married,4663,9,Yes,3,2,2,2,3,3,1,84,
George Johnson,34,No,Travel_Frequently,Research & Development,10,4,Life Sciences,1615,3,Male,4,Manufacturing Director,4,Divorced,4724,1,No,3,1,1,3,3,9,7,1334,
Sandra Blevins,49,No,Travel_Rarely,Research & Development,25,4,Life Sciences,1617,3,Female,3,Laboratory Technician,1,Married,3211,1,No,3,4,1,3,2,9,1,1307,
James Pena,39,No,Travel_Rarely,Research & Development,10,5,Medical,1618,2,Male,3,Manufacturing Director,1,Married,5377,2,No,3,4,3,3,3,7,7,1900,
Michael Blanchard,27,No,Travel_Rarely,Research & Development,19,3,Other,1619,4,Male,2,Laboratory Technician,1,Divorced,4066,1,No,3,1,2,3,3,7,0,444,
Timothy Mitchell,35,No,Travel_Rarely,Research & Development,18,5,Life Sciences,1621,2,Male,4,Research Scientist,1,Married,5208,1,No,3,4,0,2,3,16,1,1644,
Jordan Bolton,28,No,Travel_Rarely,Research & Development,27,3,Medical,1622,2,Female,1,Manufacturing Director,1,Divorced,4877,0,No,4,2,1,5,2,5,0,374,
Michael Cruz,21,No,Travel_Rarely,Research & Development,5,1,Medical,1623,3,Male,3,Research Scientist,4,Single,3117,1,No,3,3,0,2,3,2,2,549,
Lori Alvarez,18,Yes,Travel_Frequently,Sales,3,2,Medical,1624,2,Female,3,Sales Representative,4,Single,1569,1,Yes,3,3,0,2,4,0,0,1824,2023-06-21
Judy Willis,47,No,Travel_Rarely,Human Resources,26,4,Life Sciences,1625,4,Female,3,Manager,3,Married,19658,3,No,3,3,1,2,3,5,1,140,
Brandon Dawson,39,No,Travel_Rarely,Research & Development,3,2,Medical,1627,3,Male,2,Laboratory Technician,3,Divorced,3069,0,No,3,4,1,3,3,10,0,1256,
Jennifer Tran,40,No,Travel_Rarely,Research & Development,15,3,Life Sciences,1628,1,Female,2,Manufacturing Director,3,Married,10435,1,No,3,4,2,2,3,18,14,820,
Lauren Allen,35,No,Non-Travel,Research & Development,8,4,Life Sciences,1630,3,Female,3,Healthcare Representative,3,Married,4148,1,No,3,4,1,5,3,14,2,253,
Zachary Franklin,37,No,Travel_Rarely,Research & Development,19,3,Life Sciences,1631,3,Male,3,Manufacturing Director,3,Married,5768,3,No,3,1,3,2,2,4,0,429,
Rebecca Morgan,39,No,Travel_Frequently,Research & Development,4,3,Medical,1633,1,Female,3,Manufacturing Director,3,Single,5042,0,No,3,4,0,2,1,9,3,2031,
Sarah Gonzales,45,No,Travel_Rarely,Research & Development,2,2,Other,1635,4,Female,2,Manufacturing Director,4,Divorced,5770,1,No,3,1,2,3,3,10,3,264,
Lauren Gallagher,38,No,Travel_Rarely,Research & Development,2,2,Medical,1638,4,Female,2,Manufacturing Director,3,Married,7756,3,Yes,3,4,1,6,4,5,0,1074,
David Michael,35,Yes,Travel_Rarely,Sales,10,3,Medical,1639,4,Male,2,Sales Executive,1,Married,10306,9,No,3,3,0,3,3,13,6,363,2023-08-22
Rebecca Jones,37,No,Travel_Rarely,Research & Development,10,3,Medical,1640,2,Female,3,Research Scientist,2,Married,3936,1,No,3,1,1,2,1,8,7,1336,
Krystal Taylor,40,No,Travel_Rarely,Research & Development,16,3,Life Sciences,1641,3,Female,3,Manufacturing Director,4,Single,7945,6,Yes,3,4,0,2,2,4,3,2031,
Tony Cobb,44,No,Travel_Frequently,Human Resources,1,5,Human Resources,1642,1,Male,3,Human Resources,4,Married,5743,4,Yes,3,3,0,3,3,10,0,644,
Justin Sanchez,48,No,Travel_Frequently,Research & Development,4,5,Medical,1644,3,Male,2,Manager,4,Married,15202,2,No,4,2,1,3,3,2,2,1116,
Jeffery Smith,35,Yes,Travel_Rarely,Sales,15,2,Medical,1645,1,Male,1,Sales Executive,4,Divorced,5440,6,Yes,3,4,2,2,2,2,2,992,2021-03-27
Maria Chan,24,No,Travel_Frequently,Research & Development,2,1,Technical Degree,1646,1,Female,3,Research Scientist,4,Single,3760,1,Yes,3,3,0,2,3,6,1,1191,
Lynn Evans,27,No,Travel_Rarely,Research & Development,8,3,Medical,1647,2,Female,4,Research Scientist,3,Married,3517,7,No,3,1,0,0,3,3,0,1644,
Jacob Hampton,27,No,Travel_Frequently,Research & Development,2,3,Medical,1648,4,Male,3,Research Scientist,4,Single,2580,2,No,3,3,0,0,2,4,1,531,
William Morris,40,Yes,Travel_Rarely,Research & Development,7,3,Life Sciences,1649,1,Male,3,Laboratory Technician,1,Single,2166,3,Yes,3,2,0,3,1,4,0,820,2020-03-14
Carlos Ford,29,No,Travel_Rarely,Sales,10,3,Medical,1650,3,Male,2,Sales Executive,3,Single,5869,9,No,3,3,0,2,3,5,1,1578,
Crystal Carlson,36,No,Travel_Rarely,Research & Development,5,4,Life Sciences,1651,2,Female,3,Healthcare Representative,1,Married,8008,4,No,3,3,2,6,3,3,0,1109,
Herbert Williams,25,No,Travel_Frequently,Research & Development,2,1,Life Sciences,1653,4,Male,4,Manufacturing Director,3,Divorced,5206,1,No,3,3,2,6,3,7,0,444,
Brandon Smith,39,No,Travel_Rarely,Research & Development,12,3,Medical,1654,4,Male,3,Manufacturing Director,2,Married,5295,4,No,4,3,0,3,3,5,1,1074,
Christine Benton,49,No,Travel_Rarely,Research & Development,22,4,Other,1655,1,Female,3,Research Director,2,Married,16413,3,No,3,2,2,2,3,4,1,1256,
Hailey Berger,50,No,Travel_Rarely,Research & Development,17,5,Life Sciences,1656,4,Female,2,Research Director,1,Divorced,13269,5,No,3,3,3,3,3,14,1,336,
Alexandria Herring,20,No,Travel_Rarely,Sales,2,3,Medical,1657,3,Female,3,Sales Representative,3,Single,2783,1,No,3,1,0,3,3,2,2,1204,
Ashley Gutierrez,34,No,Travel_Rarely,Research & Development,3,3,Life Sciences,1658,4,Female,3,Research Scientist,2,Divorced,5433,1,No,3,3,1,2,3,11,7,381,
Thomas Garcia,36,No,Travel_Rarely,Research & Development,7,3,Life Sciences,1659,1,Male,3,Laboratory Technician,2,Single,2013,2,No,3,3,0,4,3,4,1,1307,
Donna Solomon,49,No,Travel_Rarely,Research & Development,6,1,Life Sciences,1661,3,Female,2,Healthcare Representative,3,Married,13966,2,Yes,3,2,1,3,3,15,2,1191,
Diane Green,36,No,Non-Travel,Research & Development,1,4,Medical,1662,4,Female,2,Manufacturing Director,3,Married,4374,0,No,3,3,0,6,3,3,1,1677,
Jeffery May,36,No,Travel_Rarely,Research & Development,3,2,Life Sciences,1664,4,Male,4,Healthcare Representative,1,Divorced,6842,6,No,4,1,1,3,3,5,0,319,
Jane Martin,54,No,Travel_Rarely,Research & Development,22,5,Medical,1665,2,Female,3,Manager,3,Married,17426,3,No,4,3,1,6,3,10,4,226,
Kevin Evans,43,No,Travel_Rarely,Research & Development,15,2,Life Sciences,1666,3,Male,2,Research Director,3,Married,17603,1,No,4,1,1,3,3,14,6,531,
Ryan Daniels,35,Yes,Travel_Frequently,Sales,12,4,Other,1667,4,Male,3,Sales Executive,4,Single,4581,3,Yes,4,1,0,2,4,11,6,1277,2021-01-27
Christopher Sandoval,38,No,Travel_Frequently,Research & Development,1,3,Life Sciences,1668,4,Male,3,Research Scientist,4,Married,4735,7,No,3,4,2,4,4,13,2,582,
Dennis Manning,29,No,Travel_Rarely,Sales,5,3,Medical,1669,1,Male,2,Sales Executive,2,Divorced,4187,1,Yes,3,2,1,3,2,10,0,1602,
Scott Robinson,33,No,Travel_Rarely,Sales,2,4,Medical,1670,4,Male,3,Sales Executive,4,Divorced,5505,1,No,3,3,2,5,3,6,0,981,
David Powell,32,No,Travel_Rarely,Research & Development,2,3,Medical,1671,4,Male,3,Research Scientist,2,Divorced,5470,0,No,3,3,2,4,2,9,1,2022,
Victoria Bailey,31,No,Travel_Rarely,Sales,5,4,Life Sciences,1673,1,Female,3,Sales Executive,4,Married,5476,1,No,3,1,2,2,3,10,0,23,
Ashley Villa,49,No,Travel_Rarely,Research & Development,16,3,Medical,1674,4,Female,3,Laboratory Technician,1,Divorced,2587,4,Yes,3,2,1,2,2,2,2,546,
Theresa Marks,38,No,Travel_Frequently,Research & Development,2,3,Medical,1675,4,Female,2,Laboratory Technician,2,Single,2440,1,No,4,2,0,3,3,4,3,1665,
Alexandra Vance,47,No,Travel_Rarely,Sales,2,4,Life Sciences,1676,2,Female,4,Manager,2,Divorced,15972,6,No,3,3,3,2,3,3,1,1029,
Robert Wiley,49,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1677,3,Male,3,Manager,3,Single,15379,4,No,3,1,0,2,3,8,0,2031,
Kenneth Donaldson,41,No,Travel_Rarely,Sales,23,2,Life Sciences,1678,4,Male,3,Sales Executive,3,Single,7082,3,Yes,3,4,0,2,3,2,0,1591,
Jeremy Sandoval,20,No,Travel_Rarely,Sales,9,1,Life Sciences,1680,4,Male,3,Sales Representative,1,Single,2728,1,No,3,1,0,3,3,2,0,473,
Traci Garcia,33,No,Non-Travel,Sales,16,3,Life Sciences,1681,3,Female,3,Sales Executive,4,Divorced,5368,1,Yes,4,3,1,2,3,6,1,1282,
Kenneth Mendez,36,No,Travel_Rarely,Research & Development,26,4,Life Sciences,1682,1,Male,3,Healthcare Representative,3,Married,5347,6,No,3,2,2,2,2,3,0,1215,
Leslie Howard,44,No,Travel_Rarely,Human Resources,1,3,Life Sciences,1683,3,Female,3,Human Resources,4,Divorced,3195,4,Yes,3,1,3,2,3,2,2,1408,
Brian Moore,23,Yes,Travel_Rarely,Research & Development,8,1,Medical,1684,4,Male,2,Laboratory Technician,3,Single,3989,1,Yes,3,1,0,2,3,5,1,664,2023-03-10
Lisa Steele,38,No,Travel_Rarely,Research & Development,4,2,Medical,1687,4,Female,3,Laboratory Technician,3,Married,3306,7,No,3,4,1,5,2,0,0,582,
Timothy Hill,53,No,Travel_Rarely,Research & Development,24,4,Medical,1689,2,Male,4,Healthcare Representative,4,Married,7005,3,No,3,3,0,2,3,4,1,1256,
Cathy Li,48,Yes,Travel_Frequently,Sales,7,2,Medical,1691,4,Female,3,Sales Representative,3,Married,2655,2,Yes,3,3,2,3,3,9,7,1740,2023-06-23
Jerry Rasmussen,32,Yes,Travel_Rarely,Research & Development,2,4,Life Sciences,1692,4,Male,3,Laboratory Technician,2,Single,1393,1,No,3,1,0,2,3,1,0,787,2023-09-10
Vincent Jimenez,26,No,Non-Travel,Research & Development,7,3,Medical,1693,4,Male,3,Laboratory Technician,4,Single,2570,1,No,4,3,0,5,3,7,5,1074,
Robert Carrillo,55,No,Travel_Rarely,Research & Development,22,3,Technical Degree,1694,1,Male,2,Research Scientist,2,Divorced,3537,5,No,3,4,1,1,3,4,1,569,
Thomas Williams,34,No,Travel_Rarely,Research & Development,5,2,Medical,1696,2,Male,2,Laboratory Technician,4,Married,3986,1,No,3,3,1,3,4,15,4,381,
Robert Wood,60,No,Travel_Rarely,Research & Development,1,4,Medical,1697,3,Male,1,Healthcare Representative,4,Divorced,10883,3,No,4,3,1,2,4,1,0,1595,
Joel Malone,33,No,Travel_Rarely,Research & Development,21,3,Medical,1698,2,Male,4,Laboratory Technician,2,Married,2028,1,No,3,4,3,6,3,14,2,444,
Kevin Newman,37,No,Travel_Frequently,Sales,1,4,Medical,1700,3,Male,1,Sales Executive,4,Divorced,9525,1,No,3,3,2,2,2,6,1,1938,
Rebecca Ashley,34,No,Travel_Rarely,Research & Development,19,3,Life Sciences,1701,2,Female,2,Research Scientist,4,Married,2929,1,No,3,2,0,3,3,10,8,787,
Jared Cannon,23,Yes,Travel_Rarely,Sales,7,3,Life Sciences,1702,3,Male,3,Sales Representative,4,Divorced,2275,1,Yes,4,2,1,2,3,3,0,625,2022-04-21
Jessica Hernandez,44,Yes,Travel_Rarely,Research & Development,2,3,Life Sciences,1703,3,Female,4,Healthcare Representative,4,Married,7879,1,Yes,3,2,1,2,3,8,6,1866,2022-03-21
Michael Hess,35,No,Travel_Frequently,Research & Development,2,4,Medical,1704,1,Male,2,Research Scientist,4,Single,4930,0,Yes,3,3,0,2,4,5,1,820,
Matthew Porter,43,No,Travel_Rarely,Sales,2,3,Medical,1706,4,Male,3,Sales Executive,4,Married,7847,1,Yes,3,1,1,3,3,10,8,158,
Zachary Dougherty,24,No,Travel_Rarely,Research & Development,9,3,Medical,1707,3,Male,4,Research Scientist,3,Married,4401,1,No,3,4,1,1,3,5,0,569,
Cory Johnson,41,No,Travel_Rarely,Sales,6,3,Marketing,1708,4,Male,3,Sales Executive,3,Single,9241,1,No,3,2,0,3,3,10,8,1578,
Alejandra Jones,29,No,Travel_Rarely,Research & Development,9,4,Medical,1709,4,Female,3,Laboratory Technician,3,Married,2974,9,No,3,3,1,2,3,5,1,1644,
Megan Spencer,36,No,Travel_Rarely,Sales,2,4,Life Sciences,1710,3,Female,3,Sales Representative,4,Single,4502,3,No,3,3,0,2,2,13,6,1204,
Marcus Gutierrez,45,No,Non-Travel,Research & Development,1,1,Life Sciences,1712,3,Male,2,Healthcare Representative,3,Married,10748,3,No,4,4,1,3,2,23,14,787,
Russell Pearson,24,Yes,Travel_Rarely,Human Resources,22,1,Human Resources,1714,4,Male,1,Human Resources,3,Married,1555,1,No,3,3,1,2,3,1,0,1973,2023-09-03
Darin Cordova,47,Yes,Travel_Frequently,Sales,9,3,Life Sciences,1716,3,Male,1,Sales Executive,3,Married,12936,7,No,3,3,0,3,1,23,14,473,2021-03-19
Brett Davis,26,No,Travel_Rarely,Research & Development,17,4,Medical,1718,4,Male,1,Laboratory Technician,3,Married,2305,1,No,3,3,3,3,4,3,0,1116,
Jodi Collins,45,No,Travel_Rarely,Research & Development,28,2,Technical Degree,1719,4,Female,2,Research Director,2,Single,16704,1,No,3,3,0,2,3,21,8,153,
Bruce Garcia,32,No,Travel_Frequently,Research & Development,10,3,Life Sciences,1720,1,Male,3,Research Scientist,3,Married,3433,6,No,3,1,1,3,2,5,1,319,
Nathan Leonard,31,No,Travel_Rarely,Research & Development,2,4,Life Sciences,1721,2,Male,3,Laboratory Technician,3,Married,3477,1,No,3,4,1,2,4,5,0,1191,
Keith Murray,41,No,Non-Travel,Human Resources,4,3,Human Resources,1722,3,Male,1,Human Resources,2,Married,6430,6,No,3,2,1,4,3,3,1,1625,
Stephanie Edwards,40,No,Travel_Rarely,Research & Development,8,2,Life Sciences,1724,2,Female,3,Manufacturing Director,1,Married,6516,2,Yes,3,2,1,3,3,1,0,582,
Philip Young,24,No,Travel_Rarely,Research & Development,29,1,Medical,1725,2,Male,3,Laboratory Technician,1,Divorced,3907,1,No,3,2,3,2,4,6,1,259,
Matthew Thomas,46,No,Travel_Rarely,Research & Development,13,4,Life Sciences,1727,3,Male,3,Healthcare Representative,2,Single,5562,6,No,3,4,0,3,3,10,0,976,
Casey Arnold,35,No,Travel_Rarely,Research & Development,27,4,Life Sciences,1728,4,Male,3,Manufacturing Director,3,Married,6883,2,No,3,2,1,3,3,7,0,259,
Timothy Harvey,30,No,Travel_Rarely,Research & Development,16,1,Life Sciences,1729,2,Male,3,Research Scientist,4,Married,2862,1,No,3,2,1,2,2,10,0,1201,
Ryan Carter,47,No,Non-Travel,Sales,2,4,Marketing,1731,3,Male,3,Sales Executive,2,Married,4978,7,No,3,4,1,3,1,1,0,1527,
Michael Martinez,46,No,Travel_Rarely,Sales,2,3,Life Sciences,1732,3,Male,3,Sales Executive,4,Divorced,10368,4,Yes,3,2,1,5,2,10,0,23,
Curtis Cooper,36,Yes,Travel_Rarely,Sales,13,5,Marketing,1733,2,Male,2,Sales Executive,1,Divorced,6134,5,Yes,3,2,3,3,3,2,2,473,2020-03-22
Caleb Kim,32,Yes,Travel_Rarely,Sales,1,2,Life Sciences,1734,1,Male,1,Sales Executive,2,Single,6735,6,No,3,2,0,2,3,0,0,1277,2021-10-11
Karla Lewis,23,No,Travel_Rarely,Research & Development,4,1,Medical,1735,3,Female,3,Laboratory Technician,2,Single,3295,1,No,3,3,0,3,1,3,1,1336,
Karen Chambers,31,No,Travel_Frequently,Research & Development,24,1,Technical Degree,1736,4,Female,3,Manufacturing Director,4,Single,5238,2,No,4,4,0,3,2,5,1,336,
Andrew Livingston,39,No,Non-Travel,Research & Development,1,3,Life Sciences,1737,4,Male,3,Laboratory Technician,4,Married,6472,1,Yes,3,4,1,2,3,9,5,226,
Christopher Chambers,32,No,Travel_Rarely,Sales,19,3,Life Sciences,1739,4,Male,1,Sales Executive,3,Married,9610,3,No,3,3,1,2,1,4,0,1578,
Derek Garrison,40,No,Travel_Rarely,Sales,7,4,Medical,1740,2,Male,3,Manager,2,Single,19833,1,No,3,2,0,3,2,21,12,851,
Courtney Smith,45,No,Travel_Rarely,Human Resources,4,3,Life Sciences,1744,3,Female,1,Human Resources,3,Married,9756,4,No,4,3,2,2,4,5,0,1338,
Dana Ball,30,No,Travel_Frequently,Research & Development,2,4,Technical Degree,1745,4,Female,2,Research Scientist,1,Single,4968,0,No,3,4,0,2,3,9,0,1321,
Joshua Chavez,24,No,Travel_Frequently,Human Resources,10,3,Medical,1746,1,Male,3,Human Resources,4,Married,2145,0,No,3,4,1,2,3,2,2,1352,
Tonya Mack,30,Yes,Travel_Frequently,Human Resources,8,3,Human Resources,1747,3,Female,2,Human Resources,4,Divorced,2180,6,No,3,3,1,0,2,4,1,1973,2018-01-03
Richard Nguyen,31,No,Travel_Rarely,Sales,5,3,Technical Degree,1749,1,Male,3,Sales Executive,3,Married,8346,1,No,3,3,1,3,3,5,0,327,
Evelyn Parker,27,No,Travel_Rarely,Research & Development,8,3,Medical,1751,3,Female,3,Research Scientist,4,Single,3445,1,No,3,3,0,5,2,6,1,582,
Taylor Bowen,29,Yes,Travel_Rarely,Sales,9,3,Marketing,1752,2,Female,1,Sales Representative,2,Single,2760,1,No,3,3,0,3,3,2,2,1740,2023-11-25
Joshua Mccall,29,No,Travel_Frequently,Research & Development,1,3,Life Sciences,1753,4,Male,4,Healthcare Representative,3,Single,6294,8,Yes,3,4,0,5,4,3,0,787,
Benjamin Davis,30,No,Travel_Rarely,Sales,15,2,Marketing,1754,3,Male,2,Sales Executive,1,Divorced,7140,2,No,3,1,1,2,3,7,1,1038,
John Morales,34,No,Travel_Rarely,Research & Development,2,4,Medical,1755,4,Male,4,Research Scientist,4,Married,2932,0,Yes,3,1,3,3,3,5,1,1334,
Marie Smith,33,No,Non-Travel,Sales,2,3,Marketing,1756,4,Female,3,Sales Executive,2,Single,5147,8,No,3,4,0,2,2,11,1,1591,
Michelle Jimenez,49,No,Travel_Rarely,Sales,11,4,Marketing,1757,4,Female,3,Sales Executive,4,Single,4507,3,No,3,3,0,1,4,5,0,1740,
Brittney Booth,33,Yes,Travel_Rarely,Sales,16,3,Life Sciences,1758,1,Female,3,Sales Executive,1,Single,8564,2,Yes,4,3,0,2,2,0,0,158,2021-11-07
Sarah Garcia,38,No,Travel_Frequently,Research & Development,2,2,Medical,1760,3,Female,2,Laboratory Technician,2,Married,2468,4,No,3,2,1,4,2,6,0,1321,
Mark Gonzalez,31,Yes,Travel_Rarely,Sales,16,4,Marketing,1761,1,Male,3,Sales Executive,3,Married,8161,2,No,3,1,3,2,3,1,0,323,2024-10-21
Natalie Ford,29,No,Travel_Rarely,Research & Development,4,3,Technical Degree,1762,4,Female,2,Research Scientist,1,Divorced,2109,1,No,3,3,1,2,3,1,0,444,
James White,30,No,Travel_Rarely,Research & Development,16,3,Life Sciences,1763,3,Male,4,Healthcare Representative,3,Married,5294,3,No,3,3,1,3,3,7,1,1334,
Manuel Levy,32,No,Non-Travel,Research & Development,5,4,Technical Degree,1764,2,Male,3,Research Scientist,2,Single,2718,2,No,3,2,0,3,3,7,0,1520,
Terry Martinez,38,No,Travel_Rarely,Research & Development,18,3,Medical,1766,2,Male,1,Healthcare Representative,4,Married,5811,3,Yes,3,3,1,2,3,1,1,546,
Nathan Jackson,43,Yes,Travel_Frequently,Research & Development,17,3,Technical Degree,1767,3,Male,2,Research Scientist,3,Married,2437,9,Yes,3,4,1,4,3,1,0,429,2023-11-18
James Whitaker,42,No,Travel_Rarely,Research & Development,12,3,Medical,1768,2,Male,3,Laboratory Technician,2,Divorced,2766,8,No,4,2,3,6,2,5,0,1677,
Raymond Coleman,55,No,Travel_Rarely,Research & Development,2,3,Medical,1770,3,Male,2,Research Director,1,Married,19038,8,No,3,2,3,2,3,1,0,253,
Dustin Clark,33,No,Non-Travel,Research & Development,4,3,Technical Degree,1771,4,Male,3,Research Scientist,2,Divorced,3055,5,No,3,4,2,2,2,9,1,905,
Javier Macias,41,No,Travel_Rarely,Research & Development,9,4,Life Sciences,1772,3,Male,3,Laboratory Technician,1,Divorced,2289,1,No,4,2,2,2,3,5,0,259,
John Hudson,34,No,Non-Travel,Sales,10,3,Life Sciences,1774,4,Male,3,Sales Executive,3,Divorced,4001,1,Yes,3,3,1,3,3,15,0,329,
Nicole Galvan,53,No,Non-Travel,Research & Development,1,4,Medical,1775,1,Female,2,Manufacturing Director,3,Married,12965,4,Yes,4,4,3,2,2,3,0,976,
James May,43,No,Travel_Rarely,Human Resources,2,3,Life Sciences,1778,2,Male,3,Human Resources,4,Single,3539,0,No,3,2,0,5,3,9,1,644,
Cynthia Nelson,34,No,Travel_Rarely,Sales,3,2,Life Sciences,1779,4,Female,1,Sales Executive,4,Single,6029,5,No,3,1,0,3,3,2,2,1029,
Tony White,21,Yes,Travel_Rarely,Sales,7,1,Marketing,1780,2,Male,3,Sales Representative,2,Single,2679,1,No,3,2,0,3,3,1,1,38,2023-05-16
Mary Hughes,38,No,Travel_Rarely,Research & Development,6,2,Other,1782,4,Female,2,Laboratory Technician,3,Married,3702,1,No,3,2,1,3,3,5,0,153,
Danielle Brown,22,Yes,Travel_Rarely,Research & Development,8,1,Medical,1783,3,Female,3,Laboratory Technician,1,Married,2398,1,Yes,3,3,0,6,3,1,0,569,2023-11-13
Mikayla Rojas,31,No,Travel_Rarely,Sales,29,4,Marketing,1784,1,Female,2,Sales Executive,4,Married,5468,1,No,3,1,2,3,3,12,5,298,
Jackie Sparks,51,No,Travel_Rarely,Research & Development,3,3,Technical Degree,1786,1,Female,3,Manager,3,Married,13116,2,No,3,4,0,2,3,2,2,546,
